PH_SEQ,PPPOS,A_AGE,A_SEX,A_MARITL,PRDTRACE,PEARNVAL,A_FNLWGT,region_id
10105.0,41.0,47.0,2.0,1.0,1.0,60000.0,378754.0,1
10105.0,42.0,28.0,1.0,1.0,1.0,0.0,374007.0,1
10106.0,41.0,54.0,2.0,1.0,1.0,25000.0,352487.0,1
10106.0,42.0,56.0,1.0,1.0,1.0,23000.0,398765.0,1
10107.0,41.0,75.0,2.0,4.0,1.0,0.0,367004.0,1
10108.0,41.0,59.0,1.0,1.0,4.0,70000.0,594777.0,1
10108.0,42.0,60.0,2.0,1.0,4.0,0.0,430610.0,1
10108.0,43.0,24.0,1.0,7.0,4.0,55000.0,649844.0,1
10109.0,41.0,85.0,2.0,4.0,1.0,0.0,443571.0,1
10110.0,41.0,67.0,1.0,5.0,1.0,0.0,357631.0,1
10110.0,42.0,70.0,2.0,5.0,1.0,0.0,375572.0,1
,,,,,,,,1
10112.0,41.0,61.0,1.0,1.0,1.0,0.0,378350.0,1
10112.0,42.0,59.0,2.0,1.0,1.0,17000.0,382805.0,1
10112.0,43.0,22.0,1.0,7.0,1.0,17000.0,476901.0,1
10112.0,44.0,18.0,1.0,7.0,1.0,5000.0,387620.0,1
10113.0,41.0,55.0,2.0,7.0,2.0,0.0,356717.0,1
10113.0,42.0,24.0,2.0,7.0,2.0,0.0,491302.0,1
10113.0,43.0,13.0,1.0,7.0,2.0,0.0,508111.0,1
10114.0,41.0,54.0,2.0,5.0,2.0,10000.0,385863.0,1
10114.0,42.0,24.0,1.0,7.0,2.0,24000.0,580319.0,1
10115.0,41.0,76.0,2.0,1.0,1.0,0.0,369999.0,1
10115.0,42.0,77.0,1.0,1.0,1.0,0.0,384235.0,1
10116.0,41.0,32.0,2.0,1.0,1.0,35000.0,304133.0,1
10116.0,42.0,29.0,1.0,1.0,1.0,40000.0,374007.0,1
10117.0,41.0,17.0,2.0,7.0,1.0,0.0,409028.0,1
10117.0,42.0,63.0,2.0,7.0,1.0,0.0,343536.0,1
10117.0,43.0,35.0,1.0,3.0,1.0,33000.0,524923.0,1
10117.0,44.0,19.0,1.0,7.0,1.0,0.0,426228.0,1
10117.0,45.0,17.0,1.0,7.0,1.0,0.0,426228.0,1
,,,,,,,,1
,,,,,,,,1
,,,,,,,,1
,,,,,,,,1
10122.0,41.0,47.0,2.0,1.0,1.0,0.0,368807.0,1
10122.0,42.0,46.0,1.0,1.0,1.0,50000.0,412056.0,1
10122.0,43.0,18.0,2.0,7.0,1.0,0.0,493603.0,1
10122.0,44.0,17.0,1.0,7.0,1.0,0.0,387620.0,1
10122.0,45.0,8.0,1.0,7.0,1.0,0.0,309351.0,1
10122.0,46.0,6.0,1.0,7.0,1.0,0.0,347142.0,1
10123.0,41.0,49.0,1.0,1.0,1.0,108000.0,399946.0,1
10123.0,42.0,49.0,2.0,1.0,1.0,68000.0,399743.0,1
10123.0,43.0,18.0,2.0,7.0,1.0,5000.0,367356.0,1
10123.0,44.0,13.0,2.0,7.0,1.0,0.0,438633.0,1
10123.0,45.0,11.0,1.0,7.0,1.0,0.0,669498.0,1
10124.0,41.0,37.0,2.0,1.0,1.0,0.0,395152.0,1
10124.0,42.0,43.0,1.0,1.0,1.0,150000.0,369145.0,1
10124.0,43.0,12.0,1.0,7.0,1.0,0.0,411719.0,1
10124.0,44.0,6.0,2.0,7.0,1.0,0.0,427090.0,1
10124.0,45.0,5.0,2.0,7.0,1.0,0.0,366561.0,1
10125.0,41.0,57.0,1.0,1.0,1.0,101000.0,404725.0,1
10125.0,42.0,46.0,2.0,1.0,4.0,0.0,435804.0,1
10126.0,41.0,69.0,2.0,1.0,1.0,0.0,392020.0,1
10126.0,42.0,71.0,1.0,1.0,1.0,0.0,336708.0,1
10126.0,43.0,49.0,1.0,7.0,1.0,38000.0,426060.0,1
10126.0,44.0,36.0,1.0,7.0,1.0,36000.0,457766.0,1
10126.0,45.0,33.0,2.0,7.0,1.0,0.0,400737.0,1
10127.0,41.0,50.0,1.0,1.0,1.0,0.0,415418.0,1
10127.0,42.0,32.0,2.0,1.0,1.0,16000.0,450801.0,1
10127.0,43.0,4.0,1.0,7.0,1.0,0.0,393446.0,1
10127.0,44.0,3.0,1.0,7.0,1.0,0.0,482238.0,1
,,,,,,,,1
,,,,,,,,1
10130.0,41.0,75.0,1.0,1.0,1.0,75000.0,343332.0,1
10130.0,42.0,72.0,2.0,1.0,1.0,40000.0,336860.0,1
10131.0,41.0,49.0,1.0,1.0,1.0,100000.0,353974.0,1
10131.0,42.0,50.0,2.0,1.0,1.0,0.0,378754.0,1
10131.0,43.0,10.0,1.0,7.0,1.0,0.0,442864.0,1
10132.0,41.0,80.0,2.0,1.0,1.0,0.0,376498.0,1
10132.0,42.0,80.0,1.0,1.0,1.0,0.0,364190.0,1
10133.0,41.0,47.0,1.0,1.0,1.0,20000.0,504461.0,1
10133.0,42.0,28.0,2.0,1.0,1.0,9000.0,400016.0,1
10133.0,43.0,20.0,2.0,7.0,1.0,2200.0,474899.0,1
10133.0,44.0,3.0,2.0,7.0,1.0,0.0,398089.0,1
10133.0,45.0,47.0,1.0,7.0,1.0,0.0,504461.0,1
10133.0,46.0,54.0,2.0,5.0,1.0,25000.0,484895.0,1
10133.0,47.0,43.0,1.0,7.0,1.0,0.0,406364.0,1
10133.0,48.0,36.0,2.0,7.0,1.0,14400.0,392014.0,1
10134.0,41.0,58.0,1.0,6.0,1.0,22000.0,470214.0,1
10135.0,41.0,56.0,1.0,1.0,1.0,47000.0,359793.0,1
10135.0,42.0,63.0,2.0,1.0,1.0,40000.0,339353.0,1
10136.0,41.0,43.0,2.0,1.0,1.0,35000.0,381521.0,1
10136.0,42.0,50.0,1.0,1.0,1.0,20000.0,383127.0,1
10136.0,43.0,10.0,1.0,7.0,1.0,0.0,273038.0,1
,,,,,,,,1
,,,,,,,,1
10139.0,41.0,45.0,2.0,3.0,1.0,2000.0,350567.0,1
10139.0,42.0,8.0,1.0,7.0,1.0,0.0,496327.0,1
10140.0,41.0,45.0,2.0,1.0,2.0,17600.0,385869.0,1
10140.0,42.0,45.0,1.0,1.0,2.0,26000.0,366468.0,1
10140.0,43.0,13.0,1.0,7.0,2.0,0.0,490222.0,1
10140.0,44.0,5.0,1.0,7.0,2.0,0.0,525741.0,1
10141.0,41.0,80.0,2.0,4.0,1.0,0.0,363626.0,1
,,,,,,,,1
,,,,,,,,1
10144.0,41.0,55.0,1.0,1.0,1.0,0.0,362729.0,1
10144.0,42.0,55.0,2.0,1.0,1.0,16000.0,348590.0,1
,,,,,,,,1
,,,,,,,,1
,,,,,,,,1
,,,,,,,,1
10149.0,41.0,55.0,1.0,1.0,1.0,80000.0,474050.0,1
10149.0,42.0,48.0,2.0,1.0,1.0,19600.0,459312.0,1
10149.0,43.0,15.0,1.0,7.0,1.0,0.0,418321.0,1
10149.0,44.0,12.0,2.0,7.0,1.0,0.0,429388.0,1
,,,,,,,,1
10151.0,41.0,72.0,1.0,1.0,1.0,26500.0,361886.0,1
10151.0,42.0,63.0,2.0,1.0,1.0,12000.0,365487.0,1
10152.0,41.0,32.0,1.0,7.0,1.0,19000.0,461270.0,1
10152.0,42.0,28.0,2.0,7.0,1.0,0.0,411908.0,1
10153.0,41.0,51.0,2.0,1.0,1.0,35000.0,451751.0,1
10153.0,42.0,53.0,1.0,1.0,1.0,160850.0,449481.0,1
10153.0,43.0,22.0,2.0,7.0,1.0,5000.0,522580.0,1
10153.0,44.0,19.0,2.0,7.0,1.0,4000.0,447796.0,1
10154.0,41.0,43.0,1.0,1.0,1.0,100000.0,369145.0,1
10154.0,42.0,42.0,2.0,1.0,1.0,60000.0,388931.0,1
10154.0,43.0,12.0,1.0,7.0,1.0,0.0,423201.0,1
10154.0,44.0,6.0,2.0,7.0,1.0,0.0,514105.0,1
10155.0,41.0,75.0,1.0,4.0,1.0,0.0,384235.0,1
10156.0,41.0,77.0,2.0,7.0,2.0,0.0,358270.0,1
10156.0,42.0,47.0,1.0,3.0,2.0,15000.0,463312.0,1
10156.0,43.0,24.0,1.0,7.0,2.0,23000.0,728587.0,1
10156.0,44.0,17.0,1.0,7.0,2.0,4500.0,522156.0,1
10157.0,41.0,60.0,1.0,5.0,1.0,65000.0,384993.0,1
,,,,,,,,1
10159.0,41.0,61.0,2.0,7.0,2.0,0.0,412358.0,1
10159.0,42.0,37.0,1.0,7.0,2.0,23000.0,582359.0,1
10160.0,41.0,51.0,2.0,6.0,1.0,40000.0,354822.0,1
10160.0,42.0,22.0,2.0,7.0,1.0,2400.0,382855.0,1
10161.0,41.0,66.0,2.0,1.0,1.0,33800.0,340045.0,1
10161.0,42.0,70.0,1.0,1.0,1.0,38000.0,304058.0,1
10161.0,43.0,54.0,1.0,7.0,1.0,0.0,344107.0,1
10161.0,44.0,36.0,2.0,7.0,1.0,50000.0,414589.0,1
10161.0,45.0,15.0,2.0,7.0,1.0,0.0,451078.0,1
10162.0,41.0,85.0,2.0,4.0,1.0,0.0,363626.0,1
,,,,,,,,1
10164.0,41.0,73.0,1.0,1.0,1.0,0.0,478007.0,1
10164.0,42.0,71.0,2.0,1.0,1.0,0.0,422225.0,1
10164.0,43.0,27.0,1.0,7.0,1.0,40000.0,520130.0,1
10165.0,41.0,41.0,2.0,1.0,4.0,0.0,398091.0,1
10165.0,42.0,39.0,1.0,1.0,1.0,110000.0,343783.0,1
10165.0,43.0,7.0,2.0,7.0,1.0,0.0,371211.0,1
10165.0,44.0,5.0,2.0,7.0,1.0,0.0,369758.0,1
10166.0,41.0,44.0,2.0,7.0,1.0,125000.0,292249.0,1
10167.0,41.0,50.0,1.0,3.0,1.0,75000.0,346914.0,1
10167.0,42.0,20.0,2.0,7.0,1.0,15000.0,377128.0,1
10167.0,43.0,16.0,1.0,7.0,1.0,1000.0,335551.0,1
10168.0,41.0,79.0,2.0,5.0,1.0,0.0,366592.0,1
10168.0,42.0,53.0,2.0,5.0,1.0,80000.0,357717.0,1
10169.0,41.0,54.0,1.0,1.0,4.0,90000.0,518945.0,1
10169.0,42.0,61.0,2.0,1.0,4.0,82000.0,477946.0,1
10169.0,43.0,22.0,1.0,7.0,4.0,24000.0,394746.0,1
10170.0,41.0,66.0,1.0,5.0,1.0,135000.0,327923.0,1
,,,,,,,,1
,,,,,,,,1
10173.0,41.0,44.0,1.0,1.0,1.0,25000.0,475760.0,1
10173.0,42.0,36.0,2.0,1.0,1.0,0.0,409367.0,1
10173.0,43.0,7.0,1.0,7.0,1.0,0.0,660440.0,1
10173.0,44.0,5.0,2.0,7.0,1.0,0.0,755642.0,1
10174.0,41.0,55.0,2.0,1.0,1.0,1099999.0,342368.0,1
10174.0,42.0,57.0,1.0,1.0,1.0,36000.0,414516.0,1
10175.0,41.0,77.0,1.0,4.0,1.0,0.0,343332.0,1
,,,,,,,,1
,,,,,,,,1
10178.0,41.0,57.0,1.0,1.0,1.0,60000.0,401449.0,1
10178.0,42.0,55.0,2.0,1.0,1.0,0.0,403162.0,1
10178.0,43.0,31.0,2.0,7.0,1.0,56000.0,397494.0,1
10178.0,44.0,31.0,1.0,7.0,1.0,0.0,476378.0,1
10178.0,45.0,11.0,1.0,7.0,1.0,0.0,512540.0,1
10178.0,46.0,4.0,2.0,7.0,1.0,0.0,456138.0,1
10179.0,41.0,85.0,1.0,5.0,1.0,0.0,340554.0,1
10179.0,42.0,53.0,1.0,5.0,2.0,0.0,311546.0,1
,,,,,,,,1
10181.0,41.0,38.0,2.0,1.0,1.0,0.0,329336.0,1
10181.0,42.0,41.0,1.0,1.0,1.0,8000.0,338076.0,1
10182.0,41.0,38.0,1.0,7.0,1.0,70000.0,392868.0,1
10183.0,41.0,54.0,1.0,1.0,1.0,28000.0,383127.0,1
10183.0,42.0,55.0,2.0,1.0,1.0,21000.0,389796.0,1
,,,,,,,,1
,,,,,,,,1
10186.0,41.0,54.0,1.0,1.0,1.0,0.0,386253.0,1
10186.0,42.0,44.0,2.0,1.0,1.0,250000.0,384634.0,1
10186.0,43.0,8.0,1.0,7.0,1.0,0.0,311875.0,1
10187.0,41.0,43.0,1.0,6.0,1.0,50000.0,419642.0,1
10188.0,41.0,36.0,1.0,5.0,1.0,70000.0,356138.0,1
10189.0,41.0,34.0,2.0,1.0,1.0,82000.0,417971.0,1
10189.0,42.0,38.0,1.0,1.0,1.0,90000.0,417918.0,1
10189.0,43.0,6.0,2.0,7.0,1.0,0.0,528689.0,1
10189.0,44.0,4.0,1.0,7.0,1.0,0.0,503675.0,1
10189.0,45.0,58.0,2.0,5.0,1.0,26000.0,350146.0,1
10189.0,46.0,32.0,1.0,7.0,1.0,70000.0,444821.0,1
10190.0,41.0,53.0,2.0,1.0,1.0,28046.0,357717.0,1
10190.0,42.0,58.0,1.0,1.0,1.0,150000.0,362729.0,1
10190.0,43.0,22.0,2.0,7.0,1.0,25000.0,377128.0,1
10191.0,41.0,36.0,2.0,1.0,1.0,45000.0,364908.0,1
10191.0,42.0,36.0,1.0,1.0,1.0,134000.0,396073.0,1
10191.0,43.0,8.0,1.0,7.0,1.0,0.0,311875.0,1
10191.0,44.0,5.0,2.0,7.0,1.0,0.0,372778.0,1
10191.0,45.0,0.0,2.0,7.0,1.0,0.0,449857.0,1
10192.0,41.0,33.0,2.0,7.0,1.0,38000.0,400737.0,1
10192.0,42.0,13.0,1.0,7.0,1.0,0.0,571988.0,1
10192.0,43.0,11.0,2.0,7.0,1.0,0.0,534547.0,1
10192.0,44.0,10.0,2.0,7.0,1.0,0.0,534547.0,1
10192.0,45.0,8.0,2.0,7.0,1.0,0.0,483820.0,1
10192.0,46.0,35.0,1.0,7.0,1.0,0.0,457766.0,1
10193.0,41.0,67.0,1.0,1.0,1.0,175000.0,357631.0,1
10193.0,42.0,45.0,2.0,1.0,4.0,0.0,468635.0,1
10194.0,41.0,61.0,1.0,1.0,1.0,175000.0,409792.0,1
10194.0,42.0,59.0,2.0,1.0,1.0,17000.0,451335.0,1
10195.0,41.0,49.0,2.0,7.0,2.0,78000.0,389017.0,1
10196.0,41.0,63.0,2.0,1.0,1.0,0.0,386685.0,1
10196.0,42.0,65.0,1.0,1.0,1.0,0.0,375553.0,1
10197.0,41.0,85.0,2.0,4.0,1.0,0.0,369999.0,1
10198.0,41.0,49.0,1.0,3.0,4.0,13200.0,360417.0,1
10198.0,42.0,44.0,1.0,7.0,4.0,27600.0,476045.0,1
10198.0,43.0,31.0,1.0,7.0,4.0,21840.0,509543.0,1
10199.0,41.0,51.0,1.0,1.0,1.0,300000.0,344107.0,1
10199.0,42.0,66.0,2.0,1.0,1.0,75000.0,376225.0,1
10200.0,41.0,55.0,2.0,1.0,1.0,46000.0,386332.0,1
10200.0,42.0,58.0,1.0,1.0,1.0,80000.0,401449.0,1
10200.0,43.0,20.0,1.0,7.0,1.0,3840.0,584761.0,1
10200.0,44.0,17.0,1.0,7.0,1.0,4100.0,553614.0,1
10200.0,45.0,85.0,2.0,4.0,1.0,0.0,376498.0,1
10201.0,41.0,73.0,2.0,1.0,1.0,35000.0,364786.0,1
10201.0,42.0,72.0,1.0,1.0,1.0,100000.0,333983.0,1
10202.0,41.0,44.0,2.0,1.0,2.0,115000.0,482615.0,1
10202.0,42.0,45.0,1.0,1.0,1.0,125000.0,412056.0,1
10202.0,43.0,14.0,1.0,7.0,1.0,0.0,300012.0,1
10202.0,44.0,11.0,1.0,7.0,1.0,0.0,273038.0,1
10203.0,41.0,73.0,1.0,5.0,1.0,0.0,333983.0,1
10203.0,42.0,72.0,2.0,5.0,1.0,39000.0,364786.0,1
,,,,,,,,1
10205.0,41.0,38.0,1.0,1.0,1.0,30000.0,346588.0,1
10205.0,42.0,36.0,2.0,1.0,1.0,45000.0,332023.0,1
10206.0,41.0,42.0,2.0,1.0,1.0,38000.0,415555.0,1
10206.0,42.0,42.0,1.0,1.0,1.0,55000.0,369145.0,1
10206.0,43.0,2.0,2.0,7.0,1.0,0.0,414316.0,1
10206.0,44.0,1.0,1.0,7.0,1.0,0.0,443957.0,1
10207.0,41.0,47.0,1.0,7.0,1.0,200000.0,415418.0,1
10207.0,42.0,18.0,2.0,7.0,1.0,0.0,497630.0,1
10207.0,43.0,10.0,1.0,7.0,1.0,0.0,275265.0,1
10207.0,44.0,5.0,2.0,7.0,1.0,0.0,372778.0,1
10207.0,45.0,40.0,2.0,3.0,1.0,0.0,384634.0,1
10208.0,41.0,52.0,2.0,1.0,1.0,0.0,392977.0,1
10208.0,42.0,56.0,1.0,1.0,1.0,50000.0,414516.0,1
10209.0,41.0,46.0,2.0,1.0,1.0,79999.0,395024.0,1
10209.0,42.0,52.0,1.0,1.0,1.0,55000.0,434186.0,1
10210.0,41.0,71.0,1.0,5.0,1.0,0.0,336708.0,1
,,,,,,,,1
10212.0,41.0,64.0,1.0,1.0,1.0,5000.0,429451.0,1
10212.0,42.0,64.0,2.0,1.0,1.0,100000.0,474433.0,1
,,,,,,,,1
10214.0,41.0,53.0,1.0,5.0,1.0,87500.0,344107.0,1
10214.0,42.0,19.0,1.0,7.0,1.0,15000.0,332835.0,1
10214.0,43.0,18.0,1.0,7.0,1.0,7425.0,332835.0,1
10215.0,41.0,46.0,2.0,1.0,1.0,0.0,391827.0,1
10215.0,42.0,47.0,1.0,1.0,1.0,130000.0,486684.0,1
10215.0,43.0,19.0,2.0,7.0,1.0,7000.0,409028.0,1
10215.0,44.0,10.0,1.0,7.0,1.0,0.0,325508.0,1
10215.0,45.0,7.0,1.0,7.0,1.0,0.0,429805.0,1
10216.0,41.0,67.0,2.0,5.0,1.0,0.0,388848.0,1
10217.0,41.0,66.0,2.0,1.0,1.0,0.0,340045.0,1
10217.0,42.0,72.0,1.0,1.0,1.0,7638.0,314982.0,1
10218.0,41.0,57.0,1.0,1.0,1.0,45552.0,411161.0,1
10218.0,42.0,55.0,2.0,1.0,1.0,23000.0,382805.0,1
10218.0,43.0,27.0,1.0,7.0,1.0,50000.0,475198.0,1
10218.0,44.0,24.0,2.0,7.0,1.0,12000.0,405688.0,1
10219.0,41.0,58.0,2.0,3.0,1.0,78000.0,345769.0,1
10220.0,41.0,80.0,2.0,5.0,1.0,0.0,366592.0,1
10221.0,41.0,50.0,1.0,1.0,1.0,125000.0,346914.0,1
10221.0,42.0,55.0,2.0,1.0,1.0,30000.0,348590.0,1
10222.0,41.0,74.0,2.0,5.0,1.0,0.0,336860.0,1
10222.0,42.0,52.0,2.0,7.0,1.0,152500.0,357717.0,1
10222.0,43.0,51.0,1.0,7.0,1.0,75000.0,346914.0,1
10223.0,41.0,33.0,2.0,7.0,1.0,75000.0,397494.0,1
10223.0,42.0,36.0,1.0,7.0,1.0,90000.0,454061.0,1
10224.0,41.0,63.0,1.0,1.0,1.0,100000.0,384996.0,1
10224.0,42.0,55.0,2.0,1.0,1.0,85000.0,386332.0,1
10225.0,41.0,30.0,2.0,7.0,1.0,51000.0,423544.0,1
10225.0,42.0,57.0,1.0,1.0,1.0,120000.0,411161.0,1
